kapitola;financni_misto;akce;rozpoctova_polozka;castka
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Služby telekomunikací a radiokomunikací;150000.0
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Služby peněžních ústavů;40000.0
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Nájemné;36000.0
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Konzultační, poradenské a právní služby;300000.0
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Služby školení a vzdělávání;300000.0
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Nákup ostatních služeb;1300000.0
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Opravy a udržování;200000.0
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Cestovné (tuzemské i zahraniční);900000.0
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Pohoštění;50000.0
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Účastnické poplatky na konference;50000.0
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;88000.0
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Platby daní a poplatků státnímu rozpočtu;5000.0
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Náhrady mezd v době nemoci;300000.0
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Ostatní náhrady placené obyvatelstvu;200000.0
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Neinvestiční transfery mezinárodním organizacím;10000.0
Ministerstvo financí;Kancelář finančního arbitra;Nepřiřazeno;Ostatní neinvestiční výdaje jinde nezařazené;120000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Sociální dávky;1000000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Nákup ostatních služeb;2.7456317E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;2869000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční transfery veřejným výzkumným institucím;7000000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Agregace na rok 2014;Investiční transfery zřízeným příspěvkovým organizacím;400000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Agregace na rok 2014;Investiční transfery zřízeným příspěvkovým organizacím;2100000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;2.23681E8
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;MPSV - obnova vozového parku;Dopravní prostředky;2275000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;MPSV - nákup a instalace sněhových zábran na vlastní objekty;Budovy, haly a stavby;320000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Agregace podprogramu 113011 na rok 2014;Programové vybavení;5000000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Agregace podprogramu 113011 na rok 2014;Výpočetní technika;5000000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;3.325246E8
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Ostatní osobní výdaje;8582000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Platy představitelů státní moci a některých orgánů;1281000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;8.55969E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;3.0814884E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Ochranné pomůcky;5000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Léky a zdravotnický materiál;12000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Prádlo, oděv a obuv;130000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Knihy, učební pomůcky a tisk;1251000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;5396000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Nákup materiálu jinde nezařazený;1.0415E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Studená voda;735000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Teplo;2760000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Plyn;1835000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Elektrická energie;8700000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Pohonné hmoty a maziva;2000000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Služby pošt;9220000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Služby telekomunikací a radiokomunikací;8188000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Služby peněžních ústavů;1125000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Nájemné;1.2152E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Konzultační, poradenské a právní služby;1.0975E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Služby školení a vzdělávání;3800000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Služby zpracování dat;4.034E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Nákup ostatních služeb;8.01291168E8
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Opravy a udržování;2.3706E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Programové vybavení;500000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Cestovné (tuzemské i zahraniční);9125000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Pohoštění;1037800.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Účastnické poplatky na konference;80000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Ostatní nákupy jinde nezařazené;25000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Poskytnuté neinvestiční příspěvky a náhrady (část);6469000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Věcné dary;65000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Náhrady a příspěvky související s výkonem ústavní funkce a f;206000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Ostatní výdaje související s neinvestičními nákupy;3.0E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční transfery veřejným výzkumným institucím;6000000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;3325246.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Platby daní a poplatků státnímu rozpočtu;60000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Platby daní a poplatků krajům, obcím a státním fondům;160000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Náhrady mezd v době nemoci;1500000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;1.0E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Nákup ostatních služeb;1081636.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Cestovné (tuzemské i zahraniční);196772.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční transfery mezinárodním organizacím;330000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;MPSV - komunikační systém resortu;Programové vybavení;2.0E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;MPSV - komunikační systém resortu;Výpočetní technika;2.0E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;MPSV - IS SSP - rozvoj APV;Programové vybavení;4.6E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;MPSV - IS SZ - výpočetní technika;Programové vybavení;1000000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;MPSV - IS SZ - výpočetní technika;Stroje, přístroje a zařízení;3000000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;MPSV - IS SZ - výpočetní technika;Výpočetní technika;8000000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;3.0E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Nákup materiálu jinde nezařazený;4600000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Služby telekomunikací a radiokomunikací;1.31E8
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Služby školení a vzdělávání;2100000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Nákup ostatních služeb;2.93138E8
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Opravy a udržování;1.715E8
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Programové vybavení;1.4E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Ostatní nákupy jinde nezařazené;3.2E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Nákup ostatních služeb;150000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Nákup ostatních služeb;1730000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Ostatní neinvestiční transfery neziskovým a podobným organiz;8.0E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;5.0E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční  transfery cizím příspěvkovým organizacím;5.932258E9
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční transfery obcím;2.125E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční transfery krajům;2.125E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční transfery obecně prospěšným společnostem;8000000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční transfery občanským sdružením;7.95E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;1.5E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční transfery obcím;4.5E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční transfery krajům;2.25E8
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční transfery obcím;7.39447E8
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční transfery občanským sdružením;6000000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Ostatní neinvestiční transfery neziskovým a podobným organiz;5000000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Agregace programu 113 310 na roky 2014 - 2015;Investiční transfery obcím;4.9E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční transfery zřízeným příspěvkovým organizacím;2.7737647E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Nákup ostatních služeb;7.65E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Nákup ostatních služeb;2.25E8
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Neinvestiční transfery nefinančním podnikatelským subjektům-;1.05E8
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Knihy, učební pomůcky a tisk;22350.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;373749.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Nákup materiálu jinde nezařazený;367740.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Pohonné hmoty a maziva;3000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Služby telekomunikací a radiokomunikací;344220.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Nájemné;30000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Služby školení a vzdělávání;236100.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Nákup ostatních služeb;2.9920305E7
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Programové vybavení;18000.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Cestovné (tuzemské i zahraniční);1517190.0
Ministerstvo práce a sociálních věcí;Ministerstvo práce a sociálních věcí;Nepřiřazeno;Pohoštění;138215.0
